分类,藏品名称,藏品价值,生命值,护盾值,生命回复,护盾回复,物理强度,能量强度,物理抗性,能量抗性,物理抗性穿透,能量抗性穿透,能量值,能量回复,物理暴击伤害,能量暴击伤害,能量暴击率,物理暴击率,移动速度,置换,置换数量,置换成功率,合成,合成数量,合成成功率
蜘蛛领主的螯牙,[湛蓝] 蜘蛛领主的螯牙,168000,1488,1488,,,,,,,,,,,,,,,,[湛蓝] 毒液蜘蛛的毒腺,2,50.00%,[翠绿] 蜘蛛领主的螯牙,5,100.00%
蜘蛛女王的私囊,[银白] 蜘蛛女王的私囊,26880,1888,1888,,,,,,,,,,,,,,,,[银白] 蜘蛛领主的螯牙,2,20.00%,,,
蜘蛛女王的私囊,[翠绿] 蜘蛛女王的私囊,134400,2888,2888,,,,,,,,,,,,,,,,[翠绿] 蜘蛛领主的螯牙,2,20.00%,[银白] 蜘蛛女王的私囊,5,100.00%
蜘蛛女王的私囊,[湛蓝] 蜘蛛女王的私囊,672000,6328,6328,,,,,,,,,,,,,,,,[湛蓝] 蜘蛛领主的螯牙,2,20.00%,[翠绿] 蜘蛛女王的私囊,5,100.00%
机械追踪者的利爪,[银白] 机械追踪者的利爪,150,88,88,,,,,,,,,,,,,,,,,,,,,
机械追踪者的利爪,[翠绿] 机械追踪者的利爪,750,188,188,,,,,,,,,,,,,,,,,,,[银白] 机械追踪者的利爪,5,100.00%
机械追踪者的利爪,[湛蓝] 机械追踪者的利爪,3750,288,288,,,,,,,,,,,,,,,,,,,[翠绿] 机械追踪者的利爪,5,100.00%
巨型无人机的旋翼,[银白] 巨型无人机的旋翼,300,188,188,,,,,,,,,,,,,,,,[银白] 机械追踪者的利爪,2,35.00%,,,
巨型无人机的旋翼,[翠绿] 巨型无人机的旋翼,1500,288,288,,,,,,,,,,,,,,,,[翠绿] 机械追踪者的利爪,2,35.00%,[银白] 巨型无人机的旋翼,5,100.00%
巨型无人机的旋翼,[湛蓝] 巨型无人机的旋翼,7500,388,388,,,,,,,,,,,,,,,,[湛蓝] 机械追踪者的利爪,2,35.00%,[翠绿] 巨型无人机的旋翼,5,100.00%
杰克腹肌速成手册,[银白] 杰克腹肌速成手册,2580,288,288,,,,,,,,,,,,,,,,[银白] 巨型无人机的旋翼,2,11.11%,,,
杰克腹肌速成手册,[翠绿] 杰克腹肌速成手册,12900,388,388,,,,,,,,,,,,,,,,[翠绿] 巨型无人机的旋翼,2,11.11%,[银白] 杰克腹肌速成手册,5,100.00%
杰克腹肌速成手册,[湛蓝] 杰克腹肌速成手册,64500,488,488,,,,,,,,,,,,,,,,[湛蓝] 巨型无人机的旋翼,2,11.11%,[翠绿] 杰克腹肌速成手册,5,100.00%
机甲杰克浮空装置,[银白] 机甲杰克浮空装置,6270,588,588,,,,,,,,,,,,,,,,[银白] 杰克腹肌速成手册,2,50.00%,,,
机甲杰克浮空装置,[翠绿] 机甲杰克浮空装置,33600,888,888,,,,,,,,,,,,,,,,[翠绿] 杰克腹肌速成手册,2,50.00%,[银白] 机甲杰克浮空装置,5,100.00%
机甲杰克浮空装置,[湛蓝] 机甲杰克浮空装置,168000,1488,1488,,,,,,,,,,,,,,,,[湛蓝] 杰克腹肌速成手册,2,50.00%,[翠绿] 机甲杰克浮空装置,5,100.00%
杰克的红色贝雷帽,[银白] 杰克的红色贝雷帽,26880,1888,1888,,,,,,,,,,,,,,,,[银白] 机甲杰克浮空装置,2,20.00%,,,
杰克的红色贝雷帽,[翠绿] 杰克的红色贝雷帽,134400,2888,2888,,,,,,,,,,,,,,,,[翠绿] 机甲杰克浮空装置,2,20.00%,[银白] 杰克的红色贝雷帽,5,100.00%
杰克的红色贝雷帽,[湛蓝] 杰克的红色贝雷帽,672000,6328,6328,,,,,,,,,,,,,,,,[湛蓝] 机甲杰克浮空装置,2,20.00%,[翠绿] 杰克的红色贝雷帽,5,100.00%
战斗翼龙的头,[银白] 战斗翼龙的头,150,88,88,,,,,,,,,,,,,,,,,,,,,
战斗翼龙的头,[翠绿] 战斗翼龙的头,750,188,188,,,,,,,,,,,,,,,,,,,[银白] 战斗翼龙的头,5,100.00%
战斗翼龙的头,[湛蓝] 战斗翼龙的头,3750,288,288,,,,,,,,,,,,,,,,,,,[翠绿] 战斗翼龙的头,5,100.00%
暴虐龙导弹发射器,[银白] 暴虐龙导弹发射器,300,188,188,,,,,,,,,,,,,,,,[银白] 战斗翼龙的头,2,35.00%,,,
暴虐龙导弹发射器,[翠绿] 暴虐龙导弹发射器,1500,288,288,,,,,,,,,,,,,,,,[翠绿] 战斗翼龙的头,2,35.00%,[银白] 暴虐龙导弹发射器,5,100.00%
暴虐龙导弹发射器,[湛蓝] 暴虐龙导弹发射器,7500,388,388,,,,,,,,,,,,,,,,[湛蓝] 战斗翼龙的头,2,35.00%,[翠绿] 暴虐龙导弹发射器,5,100.00%
机械暴虐龙的眼睛,[银白] 机械暴虐龙的眼睛,2580,288,288,,,,,,,,,,,,,,,,[银白] 暴虐龙导弹发射器,2,11.11%,,,
机械暴虐龙的眼睛,[翠绿] 机械暴虐龙的眼睛,12900,388,388,,,,,,,,,,,,,,,,[翠绿] 暴虐龙导弹发射器,2,11.11%,[银白] 机械暴虐龙的眼睛,5,100.00%
机械暴虐龙的眼睛,[湛蓝] 机械暴虐龙的眼睛,64500,488,488,,,,,,,,,,,,,,,,[湛蓝] 暴虐龙导弹发射器,2,11.11%,[翠绿] 机械暴虐龙的眼睛,5,100.00%
战损的飞行背包,[银白] 战损的飞行背包,6270,588,588,,,,,,,,,,,,,,,,[银白] 机械暴虐龙的眼睛,2,50.00%,,,
战损的飞行背包,[翠绿] 战损的飞行背包,33600,888,888,,,,,,,,,,,,,,,,[翠绿] 机械暴虐龙的眼睛,2,50.00%,[银白] 战损的飞行背包,5,100.00%
战损的飞行背包,[湛蓝] 战损的飞行背包,168000,1488,1488,,,,,,,,,,,,,,,,[湛蓝] 机械暴虐龙的眼睛,2,50.00%,[翠绿] 战损的飞行背包,5,100.00%
战损的飞行坦克,[银白] 战损的飞行坦克,26880,1888,1888,,,,,,,,,,,,,,,,[银白] 战损的飞行背包,2,20.00%,,,
战损的飞行坦克,[翠绿] 战损的飞行坦克,134400,2888,2888,,,,,,,,,,,,,,,,[翠绿] 战损的飞行背包,2,20.00%,[银白] 战损的飞行坦克,5,100.00%
战损的飞行坦克,[湛蓝] 战损的飞行坦克,672000,6328,6328,,,,,,,,,,,,,,,,[湛蓝] 战损的飞行背包,2,20.00%,[翠绿] 战损的飞行坦克,5,100.00%
电磁坦克的履带,[银白] 电磁坦克的履带,150,88,88,,,,,,,,,,,,,,,,,,,,,
电磁坦克的履带,[翠绿] 电磁坦克的履带,750,188,188,,,,,,,,,,,,,,,,,,,[银白] 电磁坦克的履带,5,100.00%
电磁坦克的履带,[湛蓝] 电磁坦克的履带,3750,288,288,,,,,,,,,,,,,,,,,,,[翠绿] 电磁坦克的履带,5,100.00%
法老机甲的绷带,[银白] 法老机甲的绷带,300,188,188,,,,,,,,,,,,,,,,[银白] 电磁坦克的履带,2,35.00%,,,
法老机甲的绷带,[翠绿] 法老机甲的绷带,1500,288,288,,,,,,,,,,,,,,,,[翠绿] 电磁坦克的履带,2,35.00%,[银白] 法老机甲的绷带,5,100.00%
法老机甲的绷带,[湛蓝] 法老机甲的绷带,7500,388,388,,,,,,,,,,,,,,,,[湛蓝] 电磁坦克的履带,2,35.00%,[翠绿] 法老机甲的绷带,5,100.00%
法老机甲的治疗罐,[银白] 法老机甲的治疗罐,2580,288,288,,,,,,,,,,,,,,,,[银白] 法老机甲的绷带,2,11.11%,,,
法老机甲的治疗罐,[翠绿] 法老机甲的治疗罐,12900,388,388,,,,,,,,,,,,,,,,[翠绿] 法老机甲的绷带,2,11.11%,[银白] 法老机甲的治疗罐,5,100.00%
法老机甲的治疗罐,[湛蓝] 法老机甲的治疗罐,64500,488,488,,,,,,,,,,,,,,,,[湛蓝] 法老机甲的绷带,2,11.11%,[翠绿] 法老机甲的治疗罐,5,100.00%
赛特的长矛,[银白] 赛特的长矛,6270,588,588,,,,,,,,,,,,,,,,[银白] 法老机甲的治疗罐,2,50.00%,,,
赛特的长矛,[翠绿] 赛特的长矛,33600,888,888,,,,,,,,,,,,,,,,[翠绿] 法老机甲的治疗罐,2,50.00%,[银白] 赛特的长矛,5,100.00%
赛特的长矛,[湛蓝] 赛特的长矛,168000,1488,1488,,,,,,,,,,,,,,,,[湛蓝] 法老机甲的治疗罐,2,50.00%,[翠绿] 赛特的长矛,5,100.00%
拉美西斯二世之棺,[银白] 拉美西斯二世之棺,26880,1888,1888,,,,,,,,,,,,,,,,[银白] 赛特的长矛,2,20.00%,,,
拉美西斯二世之棺,[翠绿] 拉美西斯二世之棺,134400,2888,2888,,,,,,,,,,,,,,,,[翠绿] 赛特的长矛,2,20.00%,[银白] 拉美西斯二世之棺,5,100.00%
拉美西斯二世之棺,[湛蓝] 拉美西斯二世之棺,672000,6328,6328,,,,,,,,,,,,,,,,[湛蓝] 赛特的长矛,2,20.00%,[翠绿] 拉美西斯二世之棺,5,100.00%
高科技救生圈,[银白] 高科技救生圈,150,88,88,,,,,,,,,,,,,,,,,,,,,
高科技救生圈,[翠绿] 高科技救生圈,750,188,188,,,,,,,,,,,,,,,,,,,[银白] 高科技救生圈,5,100.00%
高科技救生圈,[湛蓝] 高科技救生圈,3750,288,288,,,,,,,,,,,,,,,,,,,[翠绿] 高科技救生圈,5,100.00%
高科技救生圈,[梦紫] 高科技救生圈,18750,388,388,,,,,,,,,,,,,,,,,,,,,
高科技救生圈,[赤橙] 高科技救生圈,93750,488,488,,,,,,,,,,,,,,,,,,,,,
寄生巢穴的宝藏,[银白] 寄生巢穴的宝藏,300,188,188,,,,,,,,,,,,,,,,[银白] 高科技救生圈,2,35.00%,,,
寄生巢穴的宝藏,[翠绿] 寄生巢穴的宝藏,1500,288,288,,,,,,,,,,,,,,,,[翠绿] 高科技救生圈,2,35.00%,[银白] 寄生巢穴的宝藏,5,100.00%
寄生巢穴的宝藏,[湛蓝] 寄生巢穴的宝藏,7500,388,388,,,,,,,,,,,,,,,,[湛蓝] 高科技救生圈,2,35.00%,[湛蓝] 高科技救生圈,5,100.00%
寄生巢穴的宝藏,[梦紫] 寄生巢穴的宝藏,37500,488,488,,,,,,,,,,,,,,,,,,,,,
寄生巢穴的宝藏,[赤橙] 寄生巢穴的宝藏,187500,588,588,,,,,,,,,,,,,,,,,,,,,
寄生体的触须,[银白] 寄生体的触须,2580,288,288,,,,,,,,,,,,,,,,[银白] 寄生巢穴的宝藏,2,11.11%,,,
寄生体的触须,[翠绿] 寄生体的触须,12900,388,388,,,,,,,,,,,,,,,,[翠绿] 寄生巢穴的宝藏,2,11.11%,[银白] 寄生体的触须,5,100.00%
寄生体的触须,[湛蓝] 寄生体的触须,64500,488,488,,,,,,,,,,,,,,,,[湛蓝] 寄生巢穴的宝藏,2,11.11%,[湛蓝] 寄生巢穴的宝藏,5,100.00%
寄生体的触须,[梦紫] 寄生体的触须,322500,588,588,,,,,,,,,,,,,,,,,,,,,
寄生体的触须,[赤橙] 寄生体的触须,1612500,688,688,,,,,,,,,,,,,,,,,,,,,
寄生体的角,[银白] 寄生体的角,6270,588,588,,,,,,,,,,,,,,,,[银白] 寄生体的触须,2,50.00%,,,
寄生体的角,[翠绿] 寄生体的角,33600,888,888,,,,,,,,,,,,,,,,[翠绿] 寄生体的触须,2,50.00%,[银白] 寄生体的角,5,100.00%
寄生体的角,[湛蓝] 寄生体的角,168000,1488,1488,,,,,,,,,,,,,,,,[湛蓝] 寄生体的触须,2,50.00%,[翠绿] 寄生体的角,5,100.00%
寄生体的角,[梦紫] 寄生体的角,840000,2488,2488,,,,,,,,,,,,,,,,,,,,,
寄生体的角,[赤橙] 寄生体的角,4200000,3888,3888,,,,,,,,,,,,,,,,,,,,,
引路人的长枪,[银白] 引路人的长枪,26880,1888,1888,,,,,,,,,,,,,,,,[银白] 寄生体的角,2,20.00%,,,
引路人的长枪,[翠绿] 引路人的长枪,134400,2888,2888,,,,,,,,,,,,,,,,[翠绿] 寄生体的角,2,20.00%,[银白] 引路人的长枪,5,100.00%
引路人的长枪,[湛蓝] 引路人的长枪,672000,6328,6328,,,,,,,,,,,,,,,,[湛蓝] 寄生体的角,2,20.00%,[翠绿] 引路人的长枪,5,100.00%
引路人的长枪,[梦紫] 引路人的长枪,3360000,10888,10888,,,,,,,,,,,,,,,,,,,,,
引路人的长枪,[赤橙] 引路人的长枪,16800000,18888,18888,,,,,,,,,,,,,,,,,,,,,
回收的设备,[银白] 回收的设备,150,88,88,,,,,,,,,,,,,,,,,,,,,
回收的设备,[翠绿] 回收的设备,750,188,188,,,,,,,,,,,,,,,,,,,[银白] 回收的设备,5,100.00%
回收的设备,[湛蓝] 回收的设备,3750,288,288,,,,,,,,,,,,,,,,,,,[湛蓝] 引路人的长枪,5,100.00%
回收的设备,[梦紫] 回收的设备,18750,388,388,,,,,,,,,,,,,,,,,,,,,
回收的设备,[赤橙] 回收的设备,93750,488,488,,,,,,,,,,,,,,,,,,,,,
激光墙的激光发射器,[银白] 激光墙的激光发射器,300,188,188,,,,,,,,,,,,,,,,[银白] 回收的设备,2,35.00%,,,
激光墙的激光发射器,[翠绿] 激光墙的激光发射器,1500,288,288,,,,,,,,,,,,,,,,[翠绿] 回收的设备,2,35.00%,[银白] 激光墙的激光发射器,5,100.00%
激光墙的激光发射器,[湛蓝] 激光墙的激光发射器,7500,388,388,,,,,,,,,,,,,,,,[湛蓝] 回收的设备,2,35.00%,[湛蓝] 回收的设备,5,100.00%
激光墙的激光发射器,[梦紫] 激光墙的激光发射器,37500,488,488,,,,,,,,,,,,,,,,,,,,,
激光墙的激光发射器,[赤橙] 激光墙的激光发射器,187500,588,588,,,,,,,,,,,,,,,,,,,,,
狂暴追踪者的项圈,[银白] 狂暴追踪者的项圈,2580,288,288,,,,,,,,,,,,,,,,[银白] 激光墙的激光发射器,2,11.11%,,,
狂暴追踪者的项圈,[翠绿] 狂暴追踪者的项圈,12900,388,388,,,,,,,,,,,,,,,,[翠绿] 激光墙的激光发射器,2,11.11%,[银白] 狂暴追踪者的项圈,5,100.00%
狂暴追踪者的项圈,[湛蓝] 狂暴追踪者的项圈,64500,488,488,,,,,,,,,,,,,,,,[湛蓝] 激光墙的激光发射器,2,11.11%,[翠绿] 狂暴追踪者的项圈,5,100.00%
狂暴追踪者的项圈,[梦紫] 狂暴追踪者的项圈,322500,588,588,,,,,,,,,,,,,,,,,,,,,
狂暴追踪者的项圈,[赤橙] 狂暴追踪者的项圈,1612500,688,688,,,,,,,,,,,,,,,,,,,,,
狂暴追踪者的爪子,[银白] 狂暴追踪者的爪子,6270,588,588,,,,,,,,,,,,,,,,[银白] 狂暴追踪者的项圈,2,50.00%,,,
狂暴追踪者的爪子,[翠绿] 狂暴追踪者的爪子,33600,888,888,,,,,,,,,,,,,,,,[翠绿] 狂暴追踪者的项圈,2,50.00%,[银白] 狂暴追踪者的爪子,5,100.00%
狂暴追踪者的爪子,[湛蓝] 狂暴追踪者的爪子,168000,1488,1488,,,,,,,,,,,,,,,,[湛蓝] 狂暴追踪者的项圈,2,50.00%,[翠绿] 狂暴追踪者的爪子,5,100.00%
狂暴追踪者的爪子,[梦紫] 狂暴追踪者的爪子,840000,2488,2488,,,,,,,,,,,,,,,,,,,,,
狂暴追踪者的爪子,[赤橙] 狂暴追踪者的爪子,4200000,3888,3888,,,,,,,,,,,,,,,,,,,,,
失控寄生幼体的头部,[银白] 失控寄生幼体的头部,26880,1888,1888,,,,,,,,,,,,,,,,[银白] 狂暴追踪者的爪子,2,20.00%,,,
失控寄生幼体的头部,[翠绿] 失控寄生幼体的头部,134400,2888,2888,,,,,,,,,,,,,,,,[翠绿] 狂暴追踪者的爪子,2,20.00%,[银白] 失控寄生幼体的头部,5,100.00%
失控寄生幼体的头部,[湛蓝] 失控寄生幼体的头部,672000,6328,6328,,,,,,,,,,,,,,,,[湛蓝] 狂暴追踪者的爪子,2,20.00%,[翠绿] 失控寄生幼体的头部,5,100.00%
失控寄生幼体的头部,[梦紫] 失控寄生幼体的头部,3360000,10888,10888,,,,,,,,,,,,,,,,,,,,,
失控寄生幼体的头部,[赤橙] 失控寄生幼体的头部,16800000,18888,18888,,,,,,,,,,,,,,,,,,,,,
隐身蝙蝠的爪子,[银白] 隐身蝙蝠的爪子,150,88,88,,,,,,,,,,,,,,,,,,,,,
隐身蝙蝠的爪子,[翠绿] 隐身蝙蝠的爪子,750,188,188,,,,,,,,,,,,,,,,,,,[银白] 隐身蝙蝠的爪子,5,100.00%
隐身蝙蝠的爪子,[湛蓝] 隐身蝙蝠的爪子,3750,288,288,,,,,,,,,,,,,,,,,,,[翠绿] 隐身蝙蝠的爪子,5,100.00%
隐身蝙蝠的爪子,[梦紫] 隐身蝙蝠的爪子,18750,388,388,,,,,,,,,,,,,,,,,,,[湛蓝] 隐身蝙蝠的爪子,5,100.00%
隐身蝙蝠的爪子,[赤橙] 隐身蝙蝠的爪子,93750,488,488,,,,,,,,,,,,,,,,,,,[梦紫] 隐身蝙蝠的爪子,5,100.00%
隐身蝙蝠的毒液,[银白] 隐身蝙蝠的毒液,300,188,188,,,,,,,,,,,,,,,,[银白] 隐身蝙蝠的爪子,2,35.00%,,,
隐身蝙蝠的毒液,[翠绿] 隐身蝙蝠的毒液,1500,288,288,,,,,,,,,,,,,,,,[翠绿] 隐身蝙蝠的爪子,2,35.00%,[银白] 隐身蝙蝠的毒液,5,100.00%
隐身蝙蝠的毒液,[湛蓝] 隐身蝙蝠的毒液,7500,388,388,,,,,,,,,,,,,,,,[湛蓝] 隐身蝙蝠的爪子,2,35.00%,[翠绿] 隐身蝙蝠的毒液,5,100.00%
隐身蝙蝠的毒液,[梦紫] 隐身蝙蝠的毒液,37500,488,488,,,,,,,,,,,,,,,,[梦紫] 隐身蝙蝠的爪子,2,35.00%,[湛蓝] 隐身蝙蝠的毒液,5,100.00%
隐身蝙蝠的毒液,[赤橙] 隐身蝙蝠的毒液,187500,588,588,,,,,,,,,,,,,,,,[赤橙] 隐身蝙蝠的爪子,2,35.00%,[梦紫] 隐身蝙蝠的毒液,5,100.00%
发电机,[银白] 发电机,2580,288,288,,,,,,,,,,,,,,,,[银白] 隐身蝙蝠的毒液,2,11.11%,,,
发电机,[翠绿] 发电机,12900,388,388,,,,,,,,,,,,,,,,[翠绿] 隐身蝙蝠的毒液,2,11.11%,[银白] 发电机,5,100.00%
发电机,[湛蓝] 发电机,64500,488,488,,,,,,,,,,,,,,,,[湛蓝] 隐身蝙蝠的毒液,2,11.11%,[翠绿] 发电机,5,100.00%
发电机,[梦紫] 发电机,322500,588,588,,,,,,,,,,,,,,,,[梦紫] 隐身蝙蝠的毒液,2,11.11%,[湛蓝] 发电机,5,100.00%
发电机,[赤橙] 发电机,1612500,688,688,,,,,,,,,,,,,,,,[赤橙] 隐身蝙蝠的毒液,2,11.11%,[梦紫] 发电机,5,100.00%
隐身蝙蝠的翅膀,[银白] 隐身蝙蝠的翅膀,6270,588,588,,,,,,,,,,,,,,,,[银白] 发电机,2,50.00%,,,
隐身蝙蝠的翅膀,[翠绿] 隐身蝙蝠的翅膀,33600,888,888,,,,,,,,,,,,,,,,[翠绿] 发电机,2,50.00%,[银白] 隐身蝙蝠的翅膀,5,100.00%
隐身蝙蝠的翅膀,[湛蓝] 隐身蝙蝠的翅膀,168000,1488,1488,,,,,,,,,,,,,,,,[湛蓝] 发电机,2,50.00%,[翠绿] 隐身蝙蝠的翅膀,5,100.00%
隐身蝙蝠的翅膀,[梦紫] 隐身蝙蝠的翅膀,840000,2488,2488,,,,,,,,,,,,,,,,[梦紫] 发电机,2,50.00%,[湛蓝] 隐身蝙蝠的翅膀,5,100.00%
隐身蝙蝠的翅膀,[赤橙] 隐身蝙蝠的翅膀,4200000,3888,3888,,,,,,,,,,,,,,,,[赤橙] 发电机,2,50.00%,[梦紫] 隐身蝙蝠的翅膀,5,100.00%
神秘设备,[银白] 神秘设备,26880,1888,1888,,,,,,,,,,,,,,,,[银白] 隐身蝙蝠的翅膀,2,20.00%,,,
神秘设备,[翠绿] 神秘设备,134400,2888,2888,,,,,,,,,,,,,,,,[翠绿] 隐身蝙蝠的翅膀,2,20.00%,[银白] 神秘设备,5,100.00%
神秘设备,[湛蓝] 神秘设备,672000,6328,6328,,,,,,,,,,,,,,,,[湛蓝] 隐身蝙蝠的翅膀,2,20.00%,[翠绿] 神秘设备,5,100.00%
神秘设备,[梦紫] 神秘设备,3360000,10888,10888,,,,,,,,,,,,,,,,[梦紫] 隐身蝙蝠的翅膀,2,20.00%,[湛蓝] 神秘设备,5,100.00%
神秘设备,[赤橙] 神秘设备,16800000,18888,18888,,,,,,,,,,,,,,,,[赤橙] 隐身蝙蝠的翅膀,2,20.00%,[梦紫] 神秘设备,5,100.00%
