分类,藏品名称,藏品价值,生命值,护盾值,生命回复,护盾回复,物理强度,能量强度,物理抗性,能量抗性,物理抗性穿透,能量抗性穿透,能量值,能量回复,物理暴击伤害,能量暴击伤害,能量暴击率,物理暴击率,移动速度,置换,置换数量,置换成功率,合成,合成数量,合成成功率
IV,超越水晶AIV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
IV,超越水晶BIV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
V,超越水晶AV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
V,超越水晶AV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
V,超越水晶BV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
V,超越水晶BV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
V,超越水晶AV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
V,超越水晶BV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
VI,超越水晶AVI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
VI,超越水晶AVI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
VI,超越水晶BVI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
VI,超越水晶BVI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
VI,超越水晶AVI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
VI,超越水晶BVI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
VII,超越水晶AVII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
VII,超越水晶AVII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
VII,超越水晶BVII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
VII,超越水晶BVII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
VII,超越水晶AVII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
VII,超越水晶BVII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
VIII,超越水晶AVIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
VIII,超越水晶AVIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
VIII,超越水晶BVIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
VIII,超越水晶BVIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
VIII,超越水晶AVIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
VIII,超越水晶BVIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
IX,超越水晶AIX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
IX,超越水晶AIX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
IX,超越水晶BIX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
IX,超越水晶BIX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
IX,超越水晶AIX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
IX,超越水晶BIX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
X,超越水晶AX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
X,超越水晶AX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
X,超越水晶BX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
X,超越水晶BX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
X,超越水晶AX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
X,超越水晶BX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XI,超越水晶AXI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XI,超越水晶AXI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XI,超越水晶BXI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XI,超越水晶BXI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XI,超越水晶AXI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XI,超越水晶BXI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XII,超越水晶AXII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XII,超越水晶AXII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XII,超越水晶BXII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XII,超越水晶BXII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XII,超越水晶AXII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XII,超越水晶BXII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XIII,超越水晶AXIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XIII,超越水晶AXIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XIII,超越水晶BXIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XIII,超越水晶BXIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XIII,超越水晶AXIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XIII,超越水晶BXIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XIV,超越水晶AXIV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XIV,超越水晶AXIV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XIV,超越水晶BXIV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XIV,超越水晶BXIV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XIV,超越水晶AXIV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XIV,超越水晶BXIV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XV,超越水晶AXV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XV,超越水晶AXV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XV,超越水晶BXV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XV,超越水晶BXV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XV,超越水晶AXV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XV,超越水晶BXV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVI,超越水晶AXVI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVI,超越水晶AXVI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVI,超越水晶BXVI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVI,超越水晶BXVI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVI,超越水晶AXVI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVI,超越水晶BXVI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVII,超越水晶AXVII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVII,超越水晶AXVII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVII,超越水晶BXVII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVII,超越水晶BXVII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVII,超越水晶AXVII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVII,超越水晶BXVII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVIII,超越水晶AXVIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVIII,超越水晶AXVIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVIII,超越水晶BXVIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVIII,超越水晶BXVIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVIII,超越水晶AXVIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVIII,超越水晶BXVIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVIV,超越水晶AXVIV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVIV,超越水晶AXVIV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVIV,超越水晶BXVIV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVIV,超越水晶BXVIV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVIV,超越水晶AXVIV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVIV,超越水晶BXVIV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVV,超越水晶AXVV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVV,超越水晶AXVV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVV,超越水晶BXVV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVV,超越水晶BXVV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVV,超越水晶AXVV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVV,超越水晶BXVV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVVI,超越水晶AXVVI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVVI,超越水晶AXVVI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVVI,超越水晶BXVVI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVVI,超越水晶BXVVI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVVI,超越水晶AXVVI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVVI,超越水晶BXVVI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVVII,超越水晶AXVVII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVVII,超越水晶AXVVII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVVII,超越水晶BXVVII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVVII,超越水晶BXVVII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVVII,超越水晶AXVVII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVVII,超越水晶BXVVII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVVIII,超越水晶AXVVIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVVIII,超越水晶AXVVIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVVIII,超越水晶BXVVIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XVVIII,超越水晶BXVVIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XVVIII,超越水晶AXVVIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XVVIII,超越水晶BXVVIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XIX,超越水晶AXIX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XIX,超越水晶AXIX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XIX,超越水晶BXIX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XIX,超越水晶BXIX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XIX,超越水晶AXIX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XIX,超越水晶BXIX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XX,超越水晶AXX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XX,超越水晶AXX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XX,超越水晶BXX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XX,超越水晶BXX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XX,超越水晶AXX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XX,超越水晶BXX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXI,超越水晶AXXI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXI,超越水晶AXXI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXI,超越水晶BXXI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXI,超越水晶BXXI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXI,超越水晶AXXI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXI,超越水晶BXXI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXII,超越水晶AXXII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXII,超越水晶AXXII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXII,超越水晶BXXII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXII,超越水晶BXXII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXII,超越水晶AXXII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXII,超越水晶BXXII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXIII,超越水晶AXXIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXIII,超越水晶AXXIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXIII,超越水晶BXXIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXIII,超越水晶BXXIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXIII,超越水晶AXXIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXIII,超越水晶BXXIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXIV,超越水晶AXXIV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXIV,超越水晶AXXIV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXIV,超越水晶BXXIV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXIV,超越水晶BXXIV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXIV,超越水晶AXXIV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXIV,超越水晶BXXIV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXV,超越水晶AXXV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXV,超越水晶AXXV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXV,超越水晶BXXV型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXV,超越水晶BXXV型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXV,超越水晶AXXV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXV,超越水晶BXXV型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXVI,超越水晶AXXVI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXVI,超越水晶AXXVI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXVI,超越水晶BXXVI型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXVI,超越水晶BXXVI型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXVI,超越水晶AXXVI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXVI,超越水晶BXXVI型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXVII,超越水晶AXXVII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXVII,超越水晶AXXVII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXVII,超越水晶BXXVII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXVII,超越水晶BXXVII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXVII,超越水晶AXXVII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXVII,超越水晶BXXVII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXVIII,超越水晶AXXVIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXVIII,超越水晶AXXVIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXVIII,超越水晶BXXVIII型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXVIII,超越水晶BXXVIII型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXVIII,超越水晶AXXVIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXVIII,超越水晶BXXVIII型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXIX,超越水晶AXXIX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXIX,超越水晶AXXIX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXIX,超越水晶BXXIX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXIX,超越水晶BXXIX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXIX,超越水晶AXXIX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXIX,超越水晶BXXIX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXX,超越水晶AXXX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXX,超越水晶AXXX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXX,超越水晶BXXX型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
XXX,超越水晶BXXX型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
XXX,超越水晶AXXX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
XXX,超越水晶BXXX型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2403,超越水晶2403A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2403,超越水晶2403A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2403,超越水晶2403B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2403,超越水晶2403B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2403,超越水晶2403A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2403,超越水晶2403B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2404,超越水晶2404A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2404,超越水晶2404A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2404,超越水晶2404B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2404,超越水晶2404B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2404,超越水晶2404A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2404,超越水晶2404B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2405,超越水晶2405A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2405,超越水晶2405A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2405,超越水晶2405B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2405,超越水晶2405B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2405,超越水晶2405A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2405,超越水晶2405B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2406,超越水晶2406A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2406,超越水晶2406A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2406,超越水晶2406B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2406,超越水晶2406B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2406,超越水晶2406A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2406,超越水晶2406B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2407,超越水晶2407A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2407,超越水晶2407A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2407,超越水晶2407B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2407,超越水晶2407B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2407,超越水晶2407A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2407,超越水晶2407B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2408,超越水晶2408A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2408,超越水晶2408A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2408,超越水晶2408B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2408,超越水晶2408B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2408,超越水晶2408A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2408,超越水晶2408B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2409,超越水晶2409A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2409,超越水晶2409A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2409,超越水晶2409B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2409,超越水晶2409B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2409,超越水晶2409A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2409,超越水晶2409B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2410,超越水晶2410A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2410,超越水晶2410A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2410,超越水晶2410B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2410,超越水晶2410B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2410,超越水晶2410A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2410,超越水晶2410B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2411,超越水晶2411A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2411,超越水晶2411A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2411,超越水晶2411B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2411,超越水晶2411B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2411,超越水晶2411A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2411,超越水晶2411B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2412,超越水晶2412A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2412,超越水晶2412A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2412,超越水晶2412B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2412,超越水晶2412B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2412,超越水晶2412A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2412,超越水晶2412B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2501,超越水晶2501A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2501,超越水晶2501A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2501,超越水晶2501B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2501,超越水晶2501B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2501,超越水晶2501A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2501,超越水晶2501B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2502,超越水晶2502A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2502,超越水晶2502A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2502,超越水晶2502B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2502,超越水晶2502B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2502,超越水晶2502A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2502,超越水晶2502B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2503,超越水晶2503A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2503,超越水晶2503A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2503,超越水晶2503B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2503,超越水晶2503B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2503,超越水晶2503A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2503,超越水晶2503B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2504,超越水晶2504A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2504,超越水晶2504A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2504,超越水晶2504B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2504,超越水晶2504B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2504,超越水晶2504A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2504,超越水晶2504B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2505,超越水晶2505A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2505,超越水晶2505A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2505,超越水晶2505B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2505,超越水晶2505B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2505,超越水晶2505A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2505,超越水晶2505B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2506,超越水晶2506A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2506,超越水晶2506A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2506,超越水晶2506B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2506,超越水晶2506B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2506,超越水晶2506A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2506,超越水晶2506B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2507,超越水晶2507A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2507,超越水晶2507A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2507,超越水晶2507B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2507,超越水晶2507B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
