分类,藏品名称,藏品价值,生命值,护盾值,生命回复,护盾回复,物理强度,能量强度,物理抗性,能量抗性,物理抗性穿透,能量抗性穿透,能量值,能量回复,物理暴击伤害,能量暴击伤害,能量暴击率,物理暴击率,移动速度,置换,置换数量,置换成功率,合成,合成数量,合成成功率
猎手凭证,5-8猎手凭证,2500,150,150,15,15,,,15,,,5,,,,,,,,,,,5-8专家凭证,5,100.00%
猎手凭证,5-9猎手凭证,2500,150,150,15,15,,,15,,,5,,,,,,,,,,,5-9专家凭证,5,100.00%
猎手凭证,5-10猎手凭证,2500,150,150,15,15,,,15,,,5,,,,,,,,,,,5-10专家凭证,5,100.00%
猎手凭证,5-A猎手凭证,2500,150,150,15,15,,,15,,,5,,,,,,,,,,,5-A专家凭证,5,100.00%
猎手凭证,5-S1猎手凭证,2500,150,150,15,15,,,15,,,5,,,,,,,,,,,5-S1专家凭证,5,100.00%
猎手凭证,5-S2猎手凭证,2500,150,150,15,15,,,15,,,5,,,,,,,,,,,5-S2专家凭证,5,100.00%
猎手凭证,5-J1猎手凭证,2500,150,150,15,15,,,15,,,5,,,,,,,,,,,5-J1专家凭证,5,100.00%
猎手凭证,5-J2猎手凭证,2500,150,150,15,15,,,15,,,5,,,,,,,,,,,5-J2专家凭证,5,100.00%
战神凭证,5-1战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-1猎手凭证,12,100.00%
战神凭证,5-2战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-2猎手凭证,12,100.00%
战神凭证,5-3战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-3猎手凭证,12,100.00%
战神凭证,5-4战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-4猎手凭证,12,100.00%
战神凭证,5-5战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-5猎手凭证,12,100.00%
战神凭证,5-6战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-6猎手凭证,12,100.00%
战神凭证,5-7战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-7猎手凭证,12,100.00%
战神凭证,5-8战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-8猎手凭证,12,100.00%
战神凭证,5-9战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-9猎手凭证,12,100.00%
战神凭证,5-10战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-10猎手凭证,12,100.00%
战神凭证,5-A战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-A猎手凭证,12,100.00%
战神凭证,5-S1战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-S1猎手凭证,12,100.00%
战神凭证,5-S2战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-S2猎手凭证,12,100.00%
战神凭证,5-J1战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-J1猎手凭证,12,100.00%
战神凭证,5-J2战神凭证,30000,750,750,45,45,10,40,,,10,10,3,,,,,,,,,,5-J2猎手凭证,12,100.00%
传说凭证,5-1传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-1战神凭证,12,100.00%
传说凭证,5-2传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-2战神凭证,12,100.00%
传说凭证,5-3传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-3战神凭证,12,100.00%
传说凭证,5-4传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-4战神凭证,12,100.00%
传说凭证,5-5传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-5战神凭证,12,100.00%
传说凭证,5-6传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-6战神凭证,12,100.00%
传说凭证,5-7传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-7战神凭证,12,100.00%
传说凭证,5-8传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-8战神凭证,12,100.00%
传说凭证,5-9传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-9战神凭证,12,100.00%
传说凭证,5-10传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-10战神凭证,12,100.00%
传说凭证,5-A传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-A战神凭证,12,100.00%
传说凭证,5-S1传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-S1战神凭证,12,100.00%
传说凭证,5-S2传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-S2战神凭证,12,100.00%
传说凭证,5-J传说凭证,90000,4500,4500,180,180,20,80,,30,15,,5,,,,,,,,,,5-J1战神凭证,12,100.00%
