分类,藏品名称,藏品价值,生命值,护盾值,生命回复,护盾回复,物理强度,能量强度,物理抗性,能量抗性,物理抗性穿透,能量抗性穿透,能量值,能量回复,物理暴击伤害,能量暴击伤害,能量暴击率,物理暴击率,移动速度,置换,置换数量,置换成功率,合成,合成数量,合成成功率
猎手凭证,1-4猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-4专家凭证,5,100.00%
猎手凭证,1-5猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-5专家凭证,5,100.00%
猎手凭证,1-6猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-6专家凭证,5,100.00%
猎手凭证,1-7猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-7专家凭证,5,100.00%
猎手凭证,1-8猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-8专家凭证,5,100.00%
猎手凭证,1-9猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-9专家凭证,5,100.00%
猎手凭证,1-10猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-10专家凭证,5,100.00%
猎手凭证,1-A猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-A专家凭证,5,100.00%
猎手凭证,1-S1猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-S1专家凭证,5,100.00%
猎手凭证,1-S2猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-S2专家凭证,5,100.00%
猎手凭证,1-J猎手凭证,1250,100,100,10,10,,,5,,,1,,,,,,,,,,,1-J专家凭证,5,100.00%
战神凭证,1-1战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-1猎手凭证,12,100.00%
战神凭证,1-2战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-2猎手凭证,12,100.00%
战神凭证,1-3战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-3猎手凭证,12,100.00%
战神凭证,1-4战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-4猎手凭证,12,100.00%
战神凭证,1-5战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-5猎手凭证,12,100.00%
战神凭证,1-6战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-6猎手凭证,12,100.00%
战神凭证,1-7战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-7猎手凭证,12,100.00%
战神凭证,1-8战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-8猎手凭证,12,100.00%
战神凭证,1-9战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-9猎手凭证,12,100.00%
战神凭证,1-10战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-10猎手凭证,12,100.00%
战神凭证,1-A战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-A猎手凭证,12,100.00%
战神凭证,1-S1战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-S1猎手凭证,12,100.00%
战神凭证,1-S2战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-S2猎手凭证,12,100.00%
战神凭证,1-J战神凭证,15000,500,500,30,30,30,20,,,4,4,1,,,,,,,,,,1-J猎手凭证,12,100.00%
传说凭证,1-1传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-1战神凭证,12,100.00%
传说凭证,1-2传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-2战神凭证,12,100.00%
传说凭证,1-3传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-3战神凭证,12,100.00%
传说凭证,1-4传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-4战神凭证,12,100.00%
传说凭证,1-5传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-5战神凭证,12,100.00%
传说凭证,1-6传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-6战神凭证,12,100.00%
传说凭证,1-7传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-7战神凭证,12,100.00%
传说凭证,1-8传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-8战神凭证,12,100.00%
传说凭证,1-9传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-9战神凭证,12,100.00%
传说凭证,1-10传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-10战神凭证,12,100.00%
传说凭证,1-A传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-A战神凭证,12,100.00%
传说凭证,1-S1传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-S1战神凭证,12,100.00%
传说凭证,1-S2传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-S2战神凭证,12,100.00%
传说凭证,1-J传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,1-J战神凭证,12,100.00%
至尊凭证,1-1至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-2至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-3至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-4至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-5至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-6至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-7至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-8至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-9至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-10至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-A至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-S1至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-S2至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
至尊凭证,1-J至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,工业区凭证碎片,14400,100.00%
