分类,藏品名称,藏品价值,生命值,护盾值,生命回复,护盾回复,物理强度,能量强度,物理抗性,能量抗性,物理抗性穿透,能量抗性穿透,能量值,能量回复,物理暴击伤害,能量暴击伤害,能量暴击率,物理暴击率,移动速度,置换,置换数量,置换成功率,合成,合成数量,合成成功率
专家凭证,4-J专家凭证,400,75,75,,,,,,10,3,,,,,,,,,,,,沙漠奇兵凭证碎片,10,100.00%
猎手凭证,4-1猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-1专家凭证,5,100.00%
猎手凭证,4-2猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-2专家凭证,5,100.00%
猎手凭证,4-3猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-3专家凭证,5,100.00%
猎手凭证,4-4猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-4专家凭证,5,100.00%
猎手凭证,4-5猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-5专家凭证,5,100.00%
猎手凭证,4-6猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-6专家凭证,5,100.00%
猎手凭证,4-7猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-7专家凭证,5,100.00%
猎手凭证,4-8猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-8专家凭证,5,100.00%
猎手凭证,4-9猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-9专家凭证,5,100.00%
猎手凭证,4-10猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-10专家凭证,5,100.00%
猎手凭证,4-A猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-A专家凭证,5,100.00%
猎手凭证,4-S1猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-S1专家凭证,5,100.00%
猎手凭证,4-S2猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-S2专家凭证,5,100.00%
猎手凭证,4-J猎手凭证,2000,150,150,15,15,,,10,,3,,,,,,,,,,,,4-J专家凭证,5,100.00%
战神凭证,4-1战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-1猎手凭证,12,100.00%
战神凭证,4-2战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-2猎手凭证,12,100.00%
战神凭证,4-3战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-3猎手凭证,12,100.00%
战神凭证,4-4战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-4猎手凭证,12,100.00%
战神凭证,4-5战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-5猎手凭证,12,100.00%
战神凭证,4-6战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-6猎手凭证,12,100.00%
战神凭证,4-7战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-7猎手凭证,12,100.00%
战神凭证,4-8战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-8猎手凭证,12,100.00%
战神凭证,4-9战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-9猎手凭证,12,100.00%
战神凭证,4-10战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-10猎手凭证,12,100.00%
战神凭证,4-A战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-A猎手凭证,12,100.00%
战神凭证,4-S1战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-S1猎手凭证,12,100.00%
战神凭证,4-S2战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-S2猎手凭证,12,100.00%
战神凭证,4-J战神凭证,15000,750,750,45,45,20,30,,,7,7,2,,,,,,,,,,4-J猎手凭证,12,100.00%
传说凭证,4-1传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-1战神凭证,12,100.00%
传说凭证,4-2传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-2战神凭证,12,100.00%
传说凭证,4-3传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-3战神凭证,12,100.00%
传说凭证,4-4传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-4战神凭证,12,100.00%
传说凭证,4-5传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-5战神凭证,12,100.00%
传说凭证,4-6传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-6战神凭证,12,100.00%
传说凭证,4-7传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-7战神凭证,12,100.00%
传说凭证,4-8传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-8战神凭证,12,100.00%
传说凭证,4-9传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-9战神凭证,12,100.00%
传说凭证,4-10传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-10战神凭证,12,100.00%
传说凭证,4-A传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-A战神凭证,12,100.00%
传说凭证,4-S1传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-S1战神凭证,12,100.00%
传说凭证,4-S2传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-S2战神凭证,12,100.00%
传说凭证,4-J传说凭证,72000,4500,4500,180,180,40,60,,20,9,,4,,,,,,,,,,4-J战神凭证,12,100.00%
至尊凭证,4-1至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-2至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-3至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-4至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-5至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-6至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-7至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-8至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-9至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-10至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-A至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-S1至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-S2至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
至尊凭证,4-J至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,沙漠奇兵凭证碎片,14400,100.00%
