分类,藏品名称,藏品价值,生命值,护盾值,生命回复,护盾回复,物理强度,能量强度,物理抗性,能量抗性,物理抗性穿透,能量抗性穿透,能量值,能量回复,物理暴击伤害,能量暴击伤害,能量暴击率,物理暴击率,移动速度,置换,置换数量,置换成功率,合成,合成数量,合成成功率
战神凭证,6-2战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-2猎手凭证,12,100.00%
战神凭证,6-3战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-3猎手凭证,12,100.00%
战神凭证,6-4战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-4猎手凭证,12,100.00%
战神凭证,6-5战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-5猎手凭证,12,100.00%
战神凭证,6-6战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-6猎手凭证,12,100.00%
战神凭证,6-7战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-7猎手凭证,12,100.00%
战神凭证,6-8战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-8猎手凭证,12,100.00%
战神凭证,6-9战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-9猎手凭证,12,100.00%
战神凭证,6-10战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-10猎手凭证,12,100.00%
战神凭证,6-A战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-A猎手凭证,12,100.00%
战神凭证,6-S1战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-S1猎手凭证,12,100.00%
战神凭证,6-S2战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-S2猎手凭证,12,100.00%
战神凭证,6-J战神凭证,60000,5000,5000,150,150,100,100,,,20,20,5,,,,,,,,,,6-J猎手凭证,12,100.00%
传说凭证,6-1传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-1战神凭证,12,100.00%
传说凭证,6-2传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-2战神凭证,12,100.00%
传说凭证,6-3传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-3战神凭证,12,100.00%
传说凭证,6-4传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-4战神凭证,12,100.00%
传说凭证,6-5传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-5战神凭证,12,100.00%
传说凭证,6-6传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-6战神凭证,12,100.00%
传说凭证,6-7传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-7战神凭证,12,100.00%
传说凭证,6-8传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-8战神凭证,12,100.00%
传说凭证,6-9传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-9战神凭证,12,100.00%
传说凭证,6-10传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-10战神凭证,12,100.00%
传说凭证,6-A传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-A战神凭证,12,100.00%
传说凭证,6-S1传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-S1战神凭证,12,100.00%
传说凭证,6-S2传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-S2战神凭证,12,100.00%
传说凭证,6-J传说凭证,180000,15000,15000,300,300,200,200,,50,20,,6,,,,,,,,,,5-J战神凭证,12,100.00%
