分类,藏品名称,藏品价值,生命值,护盾值,生命回复,护盾回复,物理强度,能量强度,物理抗性,能量抗性,物理抗性穿透,能量抗性穿透,能量值,能量回复,物理暴击伤害,能量暴击伤害,能量暴击率,物理暴击率,移动速度,置换,置换数量,置换成功率,合成,合成数量,合成成功率
传说凭证,2-3传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-3战神凭证,12,100.00%
传说凭证,2-4传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-4战神凭证,12,100.00%
传说凭证,2-5传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-5战神凭证,12,100.00%
传说凭证,2-6传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-6战神凭证,12,100.00%
传说凭证,2-7传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-7战神凭证,12,100.00%
传说凭证,2-8传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-8战神凭证,12,100.00%
传说凭证,2-9传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-9战神凭证,12,100.00%
传说凭证,2-10传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-10战神凭证,12,100.00%
传说凭证,2-A传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-A战神凭证,12,100.00%
传说凭证,2-S1传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-S1战神凭证,12,100.00%
传说凭证,2-S2传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-S2战神凭证,12,100.00%
传说凭证,2-J传说凭证,45000,3000,3000,120,120,60,40,,10,3,,2,,,,,,,,,,2-J战神凭证,12,100.00%
至尊凭证,2-1至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-2至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-3至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-4至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-5至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-6至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-7至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-8至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-9至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-10至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-A至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-S1至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-S2至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
至尊凭证,2-J至尊凭证,180000,24000,24000,600,600,360,360,60,60,60,60,1,,,1,,,,,,,城市突袭凭证碎片,14400,100.00%
